Mod:Item:MetaData, Localized Name
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade:2, ME Upgrade (Tier 1)
extracells:oc.upgrade:1, ME Upgrade (Tier 2)
extracells:oc.upgrade:0, ME Upgrade (Tier 3)
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock, ME Fluid Interface
extracells:fluidfiller, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive
extracells:vibrantchamberfluid, Fluid Vibration Chamber
fluxnetworks:fluxblock, Flux Block
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
hammercore:infi_rf, Creative Energy Source
hammercore:tesseract, [WIP] Tesseract
hammercore:chunk_loader, Chunk Loader
hammercore:calculatron, Calculatron
hammercore:manual, Hammer Core Manual
hammercore:battery, Accumulator
hammercore:wrench, Wrench
hammercore:iwrench, iWrench
hammercore:iron_gear, Iron Gear
openblocks:ladder, Jaded Ladder
openblocks:guide, Building Guide
openblocks:builder_guide, Enhanced Building Guide
openblocks:elevator:0, Elevator
openblocks:elevator:1, Elevator
openblocks:elevator:2, Elevator
openblocks:elevator:3, Elevator
openblocks:elevator:4, Elevator
openblocks:elevator:5, Elevator
openblocks:elevator:6, Elevator
openblocks:elevator:7, Elevator
openblocks:elevator:8, Elevator
openblocks:elevator:9, Elevator
openblocks:elevator:10, Elevator
openblocks:elevator:11, Elevator
openblocks:elevator:12, Elevator
openblocks:elevator:13, Elevator
openblocks:elevator:14, Elevator
openblocks:elevator:15, Elevator
openblocks:elevator_rotating:0, Rotating Elevator
openblocks:elevator_rotating:1, Rotating Elevator
openblocks:elevator_rotating:2, Rotating Elevator
openblocks:elevator_rotating:3, Rotating Elevator
openblocks:elevator_rotating:4, Rotating Elevator
openblocks:elevator_rotating:5, Rotating Elevator
openblocks:elevator_rotating:6, Rotating Elevator
openblocks:elevator_rotating:7, Rotating Elevator
openblocks:elevator_rotating:8, Rotating Elevator
openblocks:elevator_rotating:9, Rotating Elevator
openblocks:elevator_rotating:10, Rotating Elevator
openblocks:elevator_rotating:11, Rotating Elevator
openblocks:elevator_rotating:12, Rotating Elevator
openblocks:elevator_rotating:13, Rotating Elevator
openblocks:elevator_rotating:14, Rotating Elevator
openblocks:elevator_rotating:15, Rotating Elevator
openblocks:heal, Healer
openblocks:target, Target
openblocks:grave, Grave
openblocks:flag:5, Flag
openblocks:tank, Tank
openblocks:trophy, Trophy
openblocks:beartrap, Bear Trap
openblocks:sprinkler, Sprinkler
openblocks:cannon, Item Cannon
openblocks:vacuum_hopper, Vacuum Hopper
openblocks:sponge, Sponge
openblocks:big_button, Big Button
openblocks:imaginary:0, Magic Pencil
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:fan, Fan
openblocks:xp_bottler, XP Bottler
openblocks:village_highlighter, Village Highlighter
openblocks:path, Path
openblocks:auto_anvil, Auto Anvil
openblocks:auto_enchantment_table, Auto Enchantment Table
openblocks:xp_drain, XP Drain
openblocks:block_breaker, Block Breaker
openblocks:block_placer, Block Placer
openblocks:item_dropper, Item Dropper
openblocks:rope_ladder, Rope Ladder
openblocks:donation_station, Donation Station
openblocks:paint_mixer, Paint Mixer
openblocks:canvas, Canvas
openblocks:paint_can, Paint Can
openblocks:canvas_glass, tile.openblocks.canvas_glass.name
openblocks:projector, Height Map Projector
openblocks:drawing_table, Drawing Table
openblocks:sky:0, Sky Block
openblocks:sky:1, Sky Block
openblocks:xp_shower, XP Shower
openblocks:golden_egg, Golden Egg
openblocks:scaffolding, Scaffolding
openblocks:hang_glider, Hang Glider
openblocks:generic:0, Glider Wing
openblocks:generic:1, Beam
openblocks:generic:2, Crane Engine
openblocks:generic:3, Crane Magnet
openblocks:generic:5, Line
openblocks:generic:6, Map Controller Module
openblocks:generic:7, Map Memory Module
openblocks:generic:9, Assistant's base
openblocks:generic:10, Unprepared Stencil
openblocks:generic:11, Sketching Pencil
openblocks:luggage, Luggage
openblocks:sonic_glasses, Sonic Glasses
openblocks:pencil_glasses:0, Pencil Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:technicolor_glasses:0, Amazing Technicolor Glasses
openblocks:serious_glasses:0, Badass Glasses
openblocks:crane_control, Crane Control
openblocks:crane_backpack, Crane Backpack
openblocks:slimalyzer, Slimalyzer
openblocks:xp_bucket, XP Bucket
openblocks:sleeping_bag, Sleeping Bag
openblocks:paintbrush, Paint Brush
openblocks:stencil:0, Stencil
openblocks:stencil:1, Stencil
openblocks:stencil:2, Stencil
openblocks:stencil:3, Stencil
openblocks:stencil:4, Stencil
openblocks:stencil:5, Stencil
openblocks:stencil:6, Stencil
openblocks:stencil:7, Stencil
openblocks:stencil:8, Stencil
openblocks:stencil:9, Stencil
openblocks:stencil:10, Stencil
openblocks:stencil:11, Stencil
openblocks:stencil:12, Stencil
openblocks:stencil:13, Stencil
openblocks:stencil:14, Stencil
openblocks:squeegee, Squeegee
openblocks:empty_map, Empty Map
openblocks:cartographer:0, Cartographer
openblocks:tasty_clay, Tasty Clay
openblocks:golden_eye, Golden eye
openblocks:generic_unstackable:0, Pointer
openblocks:cursor, Cursor
openblocks:info_book, World Domination with OpenBlocks
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, Sponge
openblocks:pedometer, Pedometer
openblocks:epic_eraser, Epic Eraser
openblocks:wrench, Big Metal Bar
plustic:alumitenugget, Alumite Nugget
plustic:alumiteingot, Alumite Ingot
plustic:alumiteblock, Alumite Block
plustic:plustic.molten_alumite, Molten Alumite
plustic:invarnugget, Invar Nugget
plustic:invaringot, Invar Ingot
plustic:invarblock, Invar Block
plustic:plustic.molten_invar, fluid.invar.name
plustic:plustic.molten_iridium, fluid.iridium.name
plustic:plustic.molten_osmium, Molten Osmium
plustic:plustic.molten_refinedobsidian, Molten Refined Obsidian
plustic:plustic.molten_refinedglowstone, Refined Glowstone
plustic:osgloglasnugget, Osgloglas Nugget
plustic:osgloglasingot, Osgloglas Ingot
plustic:osgloglasblock, Osgloglas Block
plustic:plustic.molten_osgloglas, Molten Osgloglas
plustic:osmiridiumnugget, Osmiridium Nugget
plustic:osmiridiumingot, Osmiridium Ingot
plustic:osmiridiumblock, Osmiridium Block
plustic:plustic.molten_osmiridium, Molten Osmiridium
plustic:plustic.molten_lumium, fluid.lumium.name
plustic:plustic.molten_signalum, fluid.signalum.name
plustic:plustic.molten_platinum, fluid.platinum.name
plustic:plustic.molten_enderium, fluid.enderium.name
plustic:plustic.molten_psimetal, Molten Psimetal
plustic:plustic.molten_infinity, Molten Infinity
quantumstorage:quantum_tank, Quantum Tank
quantumstorage:quantum_barrel, Quantum Barrel
quantumstorage:crater, Crating Machine
quantumstorage:chest_iron, Iron Storage Crate
quantumstorage:chest_gold, Gold Storage Crate
quantumstorage:chest_diamond, Diamond Storage Crate
quantumstorage:quantum_storage_unit, Quantum Storage Unit
quantumstorage:quantumcrafter, Quantum Crafter
quantumstorage:trashcan, Trash Can
quantumstorage:trashcanfluid, Fluid Trash Can
randomthings:fertilizeddirt, Fertilized Dirt
randomthings:fertilizeddirttilled, Fertilized Dirt
randomthings:playerinterface, Player Interface
randomthings:creativeplayerinterface, Creative Player Interface
randomthings:lapisglass, Lapis Glass
randomthings:lapislamp, Lapis Lamp
randomthings:dyeingmachine, Dyeing Machine
randomthings:onlinedetector, Online Detector
randomthings:chatdetector, Chat Detector
randomthings:enderbridge, Ender Bridge
randomthings:prismarineenderbridge, Prismarine Ender Bridge
randomthings:enderanchor, Ender Anchor
randomthings:beanstalk, Magic Bean Stalk
randomthings:lesserbeanstalk, Lesser Bean Stalk
randomthings:beanpod, Bean Pod
randomthings:lightredirector, Light Redirector
randomthings:imbuingstation, Imbuing Station
randomthings:spectreblock, Spectre Block
randomthings:specialchest:0, Nature Chest
randomthings:specialchest:1, Water Chest
randomthings:analogemitter, Analog Emitter
randomthings:fluiddisplay, Fluid Display
randomthings:customworkbench, Crafting Table
randomthings:endermailbox, Ender Mailbox
randomthings:pitcherplant, Pitcher Plant
randomthings:platform:0, Oak Platform
randomthings:platform:1, Spruce Platform
randomthings:platform:2, Birch Platform
randomthings:platform:3, Jungle Platform
randomthings:platform:4, Acacia Platform
randomthings:platform:5, Dark Oak Platform
randomthings:entitydetector, Entity Detector
randomthings:quartzlamp, Quartz Lamp
randomthings:quartzglass, Quartz Glass
randomthings:potionvaporizer, Potion Vaporizer
randomthings:voxelprojector, [WIP] Voxel Projector
randomthings:contactbutton, Contact Button
randomthings:contactlever, Contact Lever
randomthings:sakanade, Sakanade
randomthings:rainshield, Rain Shield
randomthings:blockbreaker, Block Breaker
randomthings:superlubricentice, Superlubricent Ice
randomthings:compressedslimeblock, Compressed Slime Block
randomthings:superlubricentplatform, Super Lubricent Platform
randomthings:filteredsuperlubricentplatform, Filtered Super Lubricent Platform
randomthings:redstoneobserver, Redstone Observer
randomthings:biomeradar, Biome Radar
randomthings:irondropper, Iron Dropper
randomthings:igniter, Igniter
randomthings:blockofsticks:0, Block of Sticks
randomthings:blockofsticks:1, Returning Block of Sticks
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, White Luminous Block
randomthings:luminousblock:1, Orange Luminous Block
randomthings:luminousblock:2, Magenta Luminous Block
randomthings:luminousblock:3, Light Blue Luminous Block
randomthings:luminousblock:4, Yellow Luminous Block
randomthings:luminousblock:5, Lime Luminous Block
randomthings:luminousblock:6, Pink Luminous Block
randomthings:luminousblock:7, Gray Luminous Block
randomthings:luminousblock:8, Light Gray Luminous Block
randomthings:luminousblock:9, Cyan Luminous Block
randomthings:luminousblock:10, Purple Luminous Block
randomthings:luminousblock:11, Blue Luminous Block
randomthings:luminousblock:12, Brown Luminous Block
randomthings:luminousblock:13, Green Luminous Block
randomthings:luminousblock:14, Red Luminous Block
randomthings:luminousblock:15, Black Luminous Block
randomthings:inventoryrerouter, Inventory Rerouter
randomthings:slimecube, §aSlime Cube§7
randomthings:peacecandle, Peace Candle
randomthings:notificationinterface, Notification Interface
randomthings:glowingmushroom, Glowing Mushroom
randomthings:inventorytester, Inventory Tester
randomthings:superlubricentstone, Super Lubricent Stone
randomthings:globalchatdetector, Global Chat Detector
randomthings:triggerglass, Trigger Glass
randomthings:floobrick, Floo Brick
randomthings:spectreplank, Spectre Planks
randomthings:spectresapling, Spectre Sapling
randomthings:spectrelog, Spectre Wood
randomthings:spectreleaf, Spectre Leaves
randomthings:itemcollector, Item Collector
randomthings:advanceditemcollector, Advanced Item Collector
randomthings:naturecore, Nature Core
randomthings:biomestone:0, Biome Cobblestone
randomthings:biomestone:1, Biome Stone
randomthings:biomestone:2, Biome Stone Bricks
randomthings:biomestone:3, Cracked Biome Stone Bricks
randomthings:biomestone:4, Chiseled Biome Stone Bricks
randomthings:biomeglass, Biome Glass
randomthings:coloredgrass:0, White Grass
randomthings:coloredgrass:1, Orange Grass
randomthings:coloredgrass:2, Magenta Grass
randomthings:coloredgrass:3, Light Blue Grass
randomthings:coloredgrass:4, Yellow Grass
randomthings:coloredgrass:5, Lime Grass
randomthings:coloredgrass:6, Pink Grass
randomthings:coloredgrass:7, Gray Grass
randomthings:coloredgrass:8, Light Gray Grass
randomthings:coloredgrass:9, Cyan Grass
randomthings:coloredgrass:10, Purple Grass
randomthings:coloredgrass:11, Blue Grass
randomthings:coloredgrass:12, Brown Grass
randomthings:coloredgrass:13, Green Grass
randomthings:coloredgrass:14, Red Grass
randomthings:coloredgrass:15, Black Grass
randomthings:spectrecore, Spectre Core
randomthings:rainbowlamp, Rainbow Lamp
randomthings:basicredstoneinterface, Basic Redstone Interface
randomthings:advancedredstoneinterface, Advanced Redstone Interface
randomthings:stainedbrick:0, White Stained Bricks
randomthings:stainedbrick:1, Orange Stained Bricks
randomthings:stainedbrick:2, Magenta Stained Bricks
randomthings:stainedbrick:3, Light Blue Stained Bricks
randomthings:stainedbrick:4, Yellow Stained Bricks
randomthings:stainedbrick:5, Lime Stained Bricks
randomthings:stainedbrick:6, Pink Stained Bricks
randomthings:stainedbrick:7, Gray Stained Bricks
randomthings:stainedbrick:8, Light Gray Stained Bricks
randomthings:stainedbrick:9, Cyan Stained Bricks
randomthings:stainedbrick:10, Purple Stained Bricks
randomthings:stainedbrick:11, Blue Stained Bricks
randomthings:stainedbrick:12, Brown Stained Bricks
randomthings:stainedbrick:13, Green Stained Bricks
randomthings:stainedbrick:14, Red Stained Bricks
randomthings:stainedbrick:15, Black Stained Bricks
randomthings:luminousstainedbrick:0, Luminous White Stained Bricks
randomthings:luminousstainedbrick:1, Luminous Orange Stained Bricks
randomthings:luminousstainedbrick:2, Luminous Magenta Stained Bricks
randomthings:luminousstainedbrick:3, Luminous Light Blue Stained Bricks
randomthings:luminousstainedbrick:4, Luminous Yellow Stained Bricks
randomthings:luminousstainedbrick:5, Luminous Lime Stained Bricks
randomthings:luminousstainedbrick:6, Luminous Pink Stained Bricks
randomthings:luminousstainedbrick:7, Luminous Gray Stained Bricks
randomthings:luminousstainedbrick:8, Luminous Light Gray Stained Bricks
randomthings:luminousstainedbrick:9, Luminous Cyan Stained Bricks
randomthings:luminousstainedbrick:10, Luminous Purple Stained Bricks
randomthings:luminousstainedbrick:11, Luminous Blue Stained Bricks
randomthings:luminousstainedbrick:12, Luminous Brown Stained Bricks
randomthings:luminousstainedbrick:13, Luminous Green Stained Bricks
randomthings:luminousstainedbrick:14, Luminous Red Stained Bricks
randomthings:luminousstainedbrick:15, Luminous Black Stained Bricks
randomthings:plate_redirector, Redirector Plate
randomthings:plate_filteredredirector, Filtered Redirector Plate
randomthings:plate_redstone, Redstone Plate
randomthings:plate_corrector, Corrector Plate
randomthings:plate_itemsealer, Item Sealer Plate
randomthings:plate_itemrejuvenator, Item Rejuvenator Plate
randomthings:plate_accelerator, Accelerator Plate
randomthings:plate_accelerator_directional, Directional Accelerator Plate
randomthings:plate_bouncy, Bouncy Plate
randomthings:plate_collection, Collection Plate
randomthings:stableenderpearl, Stable Ender Pearl
randomthings:biomecrystal, Biome Crystal
randomthings:positionfilter, Position Filter
randomthings:summoningpendulum, Summoning Pendulum
randomthings:beans:0, Bean
randomthings:beans:1, Lesser Magic Bean
randomthings:beans:2, Magic Bean
randomthings:beanstew, Bean Stew
randomthings:redstonetool, Redstone Tool
randomthings:waterwalkingboots, Water Walking Boots
randomthings:dungeonchestgenerator, Loot Generator
randomthings:lavacharm, Lava Charm
